"508"," X  être  {entouré/délimité/circonscrit}  par  DET  Y","Expression du lieu","Expression du lieu",", s’apparente à une diorite quartzique (trondhjémite). Un peu plus haut, on retrouve les métagabbros ; dans ces métagabbros les cristaux d’apparence peu déformée sont entourés par une matrice de cristaux écrasés ; il s’agit de flaser-gabbros. Ceci peut être interprété comme la manifestation d’","Oui","CT ","FR/Volcan/Scientifique/ophiolites","sont entourés par","matrice de cristaux écrasés","cristaux"
"509"," X  être  {entouré/délimité/circonscrit}  par  DET  Y","Expression du lieu","Expression du lieu","exceptionnellement certaines prennent naissance à l'extérieur de la caldeira comme celles de 1977, qui ont atteint le village de Piton Sainte-Rose. L'église et des maisons ont été entouré par les coulées, la route principale coupée mais on n'a déploré aucune victime. Risque volcanique 500 millions de","Plutôt oui","CT et non CT. ","FR/Volcan/Vulgarisation/corpusFR","été entouré par","",""
"510"," X  être  {entouré/délimité/circonscrit}  par  DET  Y","Expression du lieu","Expression du lieu","l'éruption de 1998, les deux cônes volcaniques où l'activité s'est concentrée se sont considérablement développés. Ici, le "" Cratère Maurice et Katia Krafft "" est entièrement circonscrit par les laves émises par le "" Piton Kapor "". Nul ne s'imagine alors que l'éruption va durer","Oui","CT","FR/Volcan/Vulgarisation/corpusFR","est entièrement circonscrit par","laves","cratère "
"511"," X  être  {entouré/délimité/circonscrit}  par  DET  Y","Expression du lieu","Expression du lieu",") : Volcan du piton de la Fournaise, 2 632m, point chaud, île de la Réunion, France. Le "" Cratère Maurice et Katia Krafft "" est entièrement circonscrit par les laves émises par le "" Piton Kapor "". 1998 est une année très particulière pour le piton de","Oui","CT","FR/Volcan/Vulgarisation/corpusFR","est entièrement circonscrit par","laves","cratère "
"512"," X  être  {entouré/délimité/circonscrit}  par  DET  Y","Expression du lieu","Expression du lieu","ou moins consolidée, épaisse probablement de 1 mètre, est ridée par des sillons et des crêtes (hautes de 2 à 5 mètres) concentriques. Cette galette est entourée par une dépression annulaire d'une vingtaine de mètres de creux. Son "" oeil "" central, de 200 mètres","Plutôt oui","anaphore infidèle en relation avec un CT","FR/Volcan/Vulgarisation/corpusFR","est entourée par","dépression annulaire","galette"
"513","Y  {former/représenter/constituer/consister en}  DET {membrane/enveloppe/peau/ écorce/limite/ gaine/bord/bordure/frontière} (autour)  de DET  X","Expression du lieu","Expression du lieu","à la coulée Roza, d'un volume de 4 000 kilomètres cubes : elle inonda une superficie équivalente à un pays grand comme la Suisse. D'impressionnantes falaises forment le bord de la caldera de Santorin, en Grèce, née lors du gigantesque cataclysme de 1 500 avant Jésus-Christ. L'épaisse","Oui","CT","FR/Volcan/Vulgarisation/corpusFR","forment le bord de la","falaises","caldera"
"514","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","de la prothèse (lisse ou texturée) et du matériel de remplissage (sérum physiologique ou gel de silicone) n’est pas significatif dès lors que la prothèse est placée dans la loge rétropectorale [56 and 57]. Ainsi, la prévention des contractions capsulaires passe par une hémostase chirurgicale","Oui","CT","FR/Cancer du sein/Scientifique/page302","est placée dans la","prothèse","loge rétropectorale"
"515","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","). Dans le groupe oncoplastie, dix patientes ont été traitées par une technique de mammoplastie en T inversé, et 32 par une voie périaréolaire. La tumeur était localisée dans le quadrant supéroexterne dans 18 cas, le quadrant inféroexterne dans 12 cas, centrale dans cinq cas, et sept","Oui","CT / cellules","FR/Cancer du sein/Scientifique/page303","était localisée dans le","tumeur","quadrant supéroexterne"
"516","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","à séquences et emplacements connus, les sondes [1, 2]. Après une hybridation longue puis une série de lavages en concentrations salines décroissantes, le support est placé dans un scanner ou un détecteur de radioactivité, puis soumis à un laser excitant les molécules de fluorescence des cibles retenues","Oui","CT / appareil","FR/Cancer du sein/Scientifique/page35","est placé dans un","support","scanner"
"517","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","tumeurs du sein étudiées par immunoblot et immunohistochimie, une expression de Cox1 est présente dans 30 cas et une très forte concentration de Cox2 dans deux cas ; Cox1 est localisée dans les cellules du stroma et n’est pas retrouvée dans les cellules tumorales ; Cox2 est présente préférentiellement dans les cellules","Oui","Cox1 : nom d'une molécule. CT / cellules","FR/Cancer du sein/Scientifique/page61","est localisée dans les","cox1","cellules du stroma"
"518","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","ou si elle est fixée à la paroi thoracique ou à la peau. La localisation de la tumeur. Il est important de repérer l'endroit où la tumeur est localisée dans le sein. Cette information est nécessaire pour le choix des traitements. On distingue quatre secteurs différents. ","Oui","CT / cellules","FR/Cancer du sein/Vulgarisation/page16","est localisée dans le","tumeur","sein"
"519","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","il peut être déformé (modification du galbe). Ces déformations sont plus importantes lorsque le chirurgien a dû enlever une tumeur de gros volume ou lorsque la tumeur était située dans le quadrant supérointerne ou les quadrants infé rieurs du sein. Le chirurgien pro- pose une chirurgie esthétique pour atténuer ces","Oui","CT","FR/Cancer du sein/Vulgarisation/page16","était située dans le","tumeur","quadrant supérointerne"
"520","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","sein : Le radiologue et le manipulateur travaillent autour et au-dessous de la table d'examen. dans les prélèvements. Si toutes les microcalcifications ont été enlevées, il est nécessaire de placer dans le sein une agrafe métallique (clip) pour que l'on puisse retrouver ensuite pour une microbiopsie stéréotaxique l'exemple","Non","mauvaise extraction","FR/Cancer du sein/Vulgarisation/page17","est nécessaire de placer dans le","",""
"521","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","Vous avez le choix entre 2 façons de cacher l'absence de sein. La prothèse mammaire externe : en gel de silicone, elle est placée dans le bonnet du soutien gorge. De nombreux modèles existent. Vous pouvez vous faire conseiller pour choisir le modèle le","Oui","2 CT. Anaphore","FR/Cancer du sein/Vulgarisation/page170","est placée dans le","prothèse mammaire","bonnet du soutien gorge"
"522","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","et du savon, de la rincer à l'eau claire et tiède, de la laisser sécher à l'air libre ou au sèche-cheveux doux. Les prothèses doivent être placées dans les boites avec calage de protection dès qu'elles ne sont plus portées, pour conserver leur forme et être protégées","Plutôt non","pas vraiment idée de méronymie… sont placer dans qqch par qqun","FR/Cancer du sein/Vulgarisation/page180","être placées dans les","",""
"523","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","), etc. La préparation centralisée et la vérification Les produits sont ensuite préparés. Pour une injection dans une veine par une perfusion, la dose de médicament est placée dans une poche ou un flacon selon les cas. De petits tuyaux sont ajoutés à la poche ou au flacon :","Plutôt oui","1 CT","FR/Cancer du sein/Vulgarisation/page23","est placée dans une","dose de médicaments","poche , flacon"
"524","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","permettront d'installer la perfusion (voir « Comment fonctionnent les cathéters ? » p. 31). Pour une injection dans un muscle, la dose de médicament est placée dans une seringue. Les tuyaux, les poches, les seringues ou les récipients sont stériles et à usage unique.","Oui","2 CT","FR/Cancer du sein/Vulgarisation/page23","est placée dans une","dose de médicaments","seringue"
"525","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","pour confirmer leur présence dans les prélèvements. Une radiographie de votre sein est réalisée à la fin des prélèvements. Si toutes les microcalcifications ont été enlevées, il est nécessaire de placer dans le sein une agrafe métallique (clip) pour que l'on puisse retrouver ensuite l'endroit du prélèvement. Ce","Non","","FR/Cancer du sein/Vulgarisation/page39","est nécessaire de placer dans le","",""
"526","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","proposé la mise en place d’un cathéter central pour la durée de la chimiothérapie. Ce type de cathéter est appelé central car une des extrémités du tube fin est située dans une grosse veine centrale, avant que celle-ci rejoigne le cœur (veine cave supérieure). Les cathéters sont composés","Plutôt oui","une des extrémités du tube fin : pas CT mais fait référence au cathéter = CT","FR/Cancer du sein/Vulgarisation/page56","est située dans une","veine centrale","extrémité du (cathéter)"
"527","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","températures. Mode opératoire Pour l’étude des composants majeurs de la phase gazeuse, on utilise lors du prélèvement un tube en quartz, dont l’une des extrémités est placée dans le jet de gaz magmatiques, l’autre extrémité s’ouvrant dans une ampoule à l’intérieur de laquelle est récuperée","plutôt oui","","FR/Volcan/Scientifique/31","est placée dans le","",""
"528","Y  être  {situé/localisé/placé/positionné/inséré/installé/posé/accroché/disposé/fixé/scellé/ attaché/logé}  {dans/à l’intérieur de} DET  X","Expression du lieu","Expression du lieu","mélange gazeux pénétrait dans des barboteurs (4), on disposait habituellement de 6 à 10 barboteurs contenant 30 ml d’eau qui piégaient les métaux. Les barboteurs étaient disposés dans un récipient contenant de la neige. On y condensait de la vapeur d’eau ainsi que la partie « acide","oui","","FR/Volcan/Scientifique/34","étaient disposés dans un","",""
